SIGNAL_NAME,Lat,Lng
UP RVH ADV STR,2115.81200,8139.56380
UP NEU SEC,2115.71710,8139.83300
UP GATE SIGNAL,2115.63720,8140.05270
UP L XING:RV6,2115.59750,8140.16160
UP GATE SIGNAL,2115.42350,8140.63810
UP L XING:RV7,2115.37790,8140.76360
UP GATE DIST,2115.06080,8141.63520
UP GATE INN DIST,2114.86840,8142.16320
UP GATE SIGNAL,2114.67130,8142.70400
UP L XING:RV10,2114.62940,8142.81870
UP GATE DIST,2114.24270,8143.87200
UP L XING:RV12,2114.15050,8143.12400
UP GATE INN DIST,2114.04410,8144.41500
UP GATE SIGNAL,2113.92300,8144.99160
UP L XING:RV13,2113.92210,8145.13030
UP MNDH HOME,2113.81200,8145.85790
UP L XING:RV14,2113.69600,8146.15520
UP MNDH STR,2113.46400,8146.58890
UP MNDH INT STR,2113.04110,8146.91160
UP MNDH ADV STR,2112.88010,8146.85050
UP UGNR PH,2112.77660,8146.81300
UP NEU SEC,2112.48320,8146.69990
UP CBD PH,2110.08610,8145.81950
UP FRGD PH,2108.16940,8145.10710
UP KDRI WARN BD,2107.00300,8144.47630
UP KDRI DISTANT,2106.81590,8144.33520
UP KDRI HOME,2106.23700,8144.42430
UP L XING:RD22,2106.09860,8144.48080
UP KDRI STR,2105.59830,8144.68590
UP KDRI ADV STR,2105.44490,8144.74430
UP AVP WARN BD,2104.17370,8144.96040
UP AVP DISTANT,2103.94380,8144.90900
UP AVP HOME,2103.40620,8144.78920
UP AVP STR,2102.73240,8144.63940
UP AVP ADV STR,2102.48390,8144.58750
UP WARN BD,2101.08450,8146.31430
UP GATE DIST,2100.89740,8146.48150
UP GATE SIGNAL,2100.47390,8146.85840
UP L XING:,2100.37440,8146.94760
UP MCF PH,2100.18960,8147.11170
UP RIM WARN BD,2058.62160,8150.57240
UP RIM DISTANT,2058.56020,8150.78650
UP RIM HOME,2058.39460,8151.36790
UP L XING:,2058.33970,8151.55750
UP RIM STR,2058.19970,8152.12970
