SIGNAL_NAME,Lat,Lng
DN LAE HOME,2112.06640,8153.70940
DN LAE STR,2112.13520,8152.85400
DN LAE ADV STR,2112.18990,8152.65960
DN L XING:RV 20,2112.23870,8152.50780
DN GATE DIST,2112.60800,8150.75050
DN GATE INN DIST,2112.70720,8150.19150
DN GATE SIG,2112.80590,8149.63810
DN L XING:RV 17,2112.82660,8149.52310
DN NRMH HOME,2112.93460,8148.91430
DN NRMH STR,2113.11400,8147.91160
DN NRMH ADV STR,2113.17780,8147.54730
DN MNDH HOME,2113.28930,8146.97020
DN MNDH STR,2113.64240,8146.26660
DN L XING:RV 14,2113.66230,8146.21920
DN MNDH ADV STR,2113.78010,8145.96040
DN GATE SIG,2113.91840,8145.28070
DN L XING:RV 13,2113.91940,8145.19480
DN L XING:RV 12,2114.12800,8144.18010
DN GATE DIST,2114.17460,8144.05270
DN GATE INN DIST,2114.37460,8143.50530
DN GATE SIGNAL,2114.57100,8142.96770
DN L XING:RV 10,2114.61250,8142.86320
DN GATE DIST,2114.92190,8142.00530
DN GATE INN DIST,2115.12310,8141.44920
DN GATE SIG,2115.32450,8140.90330
DN L XING:RV 7,2115.36030,8140.81390
DN GATE SIGNAL,2115.53900,8140.31540
DN NZ 500,2115.55840,8140.27240
DN L XING:RV 6,2115.58250,8140.20700
DN NZ 250,2115.61200,8140.12640
DN DJ OPEN,2115.66130,8140.98190
DN DJ CLOSE,2115.69490,8140.88860
DN RV HOME,2115.79160,8139.62060
DN L XING:RV 3,2115.93270,8139.25240
DN RVH STR,2116.08340,8138.82120
DN RVH ADV STR,2116.10640,8138.58980
DN R HOME SIG,2115.85750,8138.00780
DN R STARTER,2115.20320,8137.68400
DN RSD HOME,500.00000,20.00000
DN RVH STARTER,500.00000,20.00000
DN RSD HOME,500.00000,20.00000
DN RSD STR,500.00000,20.00000
DN RSD ADV STR,500.00000,20.00000
DN NGP STR,2109.24210,7905.34920
DN NGP INT STR,2109.47800,7905.37890
DN NGP ADV STR,2109.72030,7905.73690
DN NEU SEC,2109.73510,7905.87950
DN NGP GATE SIG,2109.61430,7906.15850
DN L XING,2109.57930,7906.27390
DN L XING,2109.55720,7906.43570
DN ITR HOME,2109.44380,7906.80380
DN ITR STR,2109.44950,7907.54490
DN ITR ADV STR,2109.55350,7907.83740
DN KAV HOME,2109.76340,7908.95840
DN RIM STR,2058.28550,8151.74630
DN L XING:,2058.33020,8151.59430
DN RIM ADV STR,2058.34530,8151.54180
DN WARN BD,2059.62640,8147.61630
DN GATE DIST,2059.81290,8147.44870
DN GATE SIGNAL,2100.24420,8147.06510
DN MCF PH,2100.29570,8147.01950
DN L XING:,2100.34470,8146.97630
DN AVP WARN BD,2101.97610,8145.31940
DN AVP DIST,2102.04860,8145.09280
DN AVP HOME,2102.32290,8144.60610
DN AVP STR,2103.06910,8144.71290
DN AVP ADV STR,2103.24190,8144.75120
DN KDRI WARN BD,2104.52010,8145.02670
DN KDRI DISTANT,2104.74170,8145.01310
DN KDRI HOME,2105.28840,8144.81190
DN KDRI STR,2105.92650,8144.55590
DN L XING:RD22,2106.07180,8144.49280
DN KDRI ADV STR,2106.09190,8144.48440
DN FRGD PH,2108.14720,8145.09410
DN CBD PH,2110.09800,8145.81710
DN MNDH DIST,2111.66600,8146.39780
DN MNDH INNR DIST,2112.18130,8146.59050
DN NEU SEC,2112.37650,8146.66470
DN MNDH INT HM,2112.71800,8146.78990
DN UGNR PH,2112.81380,8146.82350
DN MNDH HOME,2113.36220,8146.80010
DN MNDH STR,2113.64250,8146.26660
DN L XING:RV14,2113.66230,8146.21920
DN MNDH ADV STR,2113.78010,8145.96050
DN GATE SIGNAL,2113.91850,8145.28100
DN L XING:RV13,2113.91940,8145.19480
DN L XING:RV12,2114.12800,8144.18010
DN GATE DIST,2114.17470,8144.05270
DN GATE INN DIST,2114.37460,8143.50520
DN GATE SIGNAL,2114.57110,8142.96800
DN L XING:RV10,2114.61250,8142.86320
DN GATE DIST,2114.92200,8142.00550
DN GATE INN DIST,2115.12320,8141.44910
DN GATE SIGNAL,2115.32460,8140.90330
DN L XING:RV7,2115.36040,8140.81390
DN GATE SIGNAL,2115.53910,8140.31500
DN L XING:RV6,2115.58250,8140.20700
DN NEU SEC,2115.65640,8139.97750
DN RVH HOME,2115.79160,8139.62070
DN L XING:RV3,2115.93270,8139.25240
DN RVH STR,2116.08350,8138.82130
DN RVH ADV STR,2116.10640,8138.59010
DN R HOME SIG,2115.85760,8138.00760
DN RAIPUR STR,2115.20320,8137.68400
